id,distractor,tv,reading,music,talking_phone,messaging,socnet,comp_video,other_comp,games,tv_socnet,tv_messaging,tv_comp_video,tv_other_comp,socnet_tv,socnet_messaging,socnet_comp_video,socnet_other_comp,messaging_tv,messaging_socnet,messaging_comp_video,messaging_other_comp,comp_video_tv,comp_video_socnet,comp_video_messaging,comp_video_other_comp,other_comp_tv,other_comp_socnet,other_comp_messaging,other_comp_comp_video,yob,gender,first_language,faculty,academic_performance,parents_qualification,navigation_tool,life1,life2,life3,recall_1,recall_2
597,stellies_confessions,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,Not at all,Not at all,Sometimes,Often,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1996,Male,Afrikaans,Arts and Social Sciences,55-60%,Matric,Touch pad,36,26,4,Things Maties Say,Coffee
598,stellies_confessions,Not at all,30 minute to 1 hour,3 hours or more,Not at all,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,Less than 30 minutes,Never,Never,Never,Never,Never,Often,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1996,Male,English,Arts and Social Sciences,65-70%,University - Bachelors,Mouse,14,43,47,Stellies Rage,Lunch
599,stellies_confessions,Not at all,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,1-2 hours,Not at all,Often,Often,Never,Never,Often,Often,Very often,Often,Often,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Sometimes,Often,Often,1993,Female,English,Medicine and Health Sciences,60-65%,Matric,Touch pad,9,8,26,Things Maties Say,Coffee
601,stellies_confessions,Less than 30 minutes,Not at all,3 hours or more,Not at all,3 hours or more,3 hours or more,1-2 hours,1-2 hours,Not at all,Very often,Very often,Often,Often,Sometimes,Very often,Very often,Often,Sometimes,Very often,Often,Sometimes,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,1997,Male,English,Science,50-55%,Matric,Mouse,24,8,22,Stellies Confessions,Coffee
602,stellies_confessions,Less than 30 minutes,1-2 hours,2-3 hours,1-2 hours,3 hours or more,1-2 hours,2-3 hours,Not at all,Not at all,Sometimes,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,Often,Sometimes,Never,Never,Often,Never,Never,Never,Often,Never,1999,Female,English,Science,50-55%,University - Honours,Mouse,51,47,23,Stellies Confessions,Coffee
603,stellies_confessions,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1996,Male,Afrikaans,Economic and Management Sciences,55-60%,University - Honours,Mouse,14,38,4,Stellies Confessions,Coffee
604,stellies_confessions,Not at all,3 hours or more,Less than 30 minutes,30 minute to 1 hour,3 hours or more,3 hours or more,3 hours or more,3 hours or more,Not at all,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Never,Very often,Very often,Very often,1997,Female,Afrikaans,Science,60-65%,University - Masters or PhD,Touch pad,3,4,4,Stellies Crushes,Dinner
605,stellies_confessions,Less than 30 minutes,3 hours or more,1-2 hours,Less than 30 minutes,1-2 hours,Less than 30 minutes,2-3 hours,Less than 30 minutes,Not at all,Sometimes,Often,Never,Never,Sometimes,Often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,1995,Male,English,Arts and Social Sciences,60-65%,Matric,Mouse,6,40,11,Stellies Confessions,Coffee
606,stellies_confessions,2-3 hours,1-2 hours,1-2 hours,30 minute to 1 hour,3 hours or more,2-3 hours,3 hours or more,1-2 hours,1-2 hours,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Often,Very often,Very often,Very often,Often,Often,Very often,Very often,Sometimes,Sometimes,Sometimes,Often,Sometimes,1995,Other,isiXhosa,Economic and Management Sciences,70-75%,University - Bachelors,Mouse,6,33,11,Stellies Confessions,Lunch
607,stellies_confessions,Not at all,30 minute to 1 hour,2-3 hours,Less than 30 minutes,2-3 hours,1-2 hours,1-2 hours,1-2 hours,Not at all,Often,Often,Never,Sometimes,Never,Often,Often,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,1995,Female,Afrikaans,Engineering,65-70%,University - Masters or PhD,Mouse,6,26,43,Stellies Confessions,Coffee
608,stellies_confessions,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,1-2 hours,Less than 30 minutes,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,Sometimes,Often,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Never,Sometimes,Often,Never,Never,Sometimes,Often,Sometimes,1996,Male,English,Science,80-85%,University - Masters or PhD,Mouse,14,43,41,Stellies Confessions,Coffee
609,stellies_confessions,Not at all,Not at all,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,Less than 30 minutes,Less than 30 minutes,Never,Never,Never,Never,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,1997,Female,English,Economic and Management Sciences,55-60%,Matric,Touch pad,12,8,17,Stellies Rage,Coffee
610,stellies_confessions,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,Less than 30 minutes,Not at all,Sometimes,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,1995,Male,Other African language,Science,60-65%,Matric,Mouse,14,22,28,Stellies Rage,Coffee
611,stellies_confessions,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Often,Often,Never,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Never,Often,Often,Sometimes,Sometimes,Often,Often,Never,1998,Male,English,Economic and Management Sciences,60-65%,Matric,Touch pad,6,8,8,Stellies Crushes,Coffee
612,stellies_confessions,Not at all,3 hours or more,3 hours or more,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,1-2 hours,3 hours or more,Not at all,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,1995,Female,Afrikaans,Theology,65-70%,Matric,Touch pad,9,8,14,Stellies Confessions,Lunch
613,stellies_confessions,30 minute to 1 hour,2-3 hours,3 hours or more,30 minute to 1 hour,2-3 hours,2-3 hours,3 hours or more,1-2 hours,Not at all,Often,Often,Never,Never,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Very often,1998,Male,Afrikaans,Law,60-65%,University - Bachelors,Mouse,6,41,31,Things Maties Say,Lunch
614,stellies_confessions,Not at all,2-3 hours,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Not at all,Never,Never,Never,Never,Never,Never,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,1996,Female,English,Science,60-65%,University - Bachelors,Other,3,4,4,Stellies Confessions,Drinks
615,stellies_confessions,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1997,Female,English,Engineering,60-65%,University - Bachelors,Mouse,3,47,32,Stellies Confessions,Coffee
616,stellies_confessions,30 minute to 1 hour,1-2 hours,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,30 minute to 1 hour,1-2 hours,Not at all,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1997,Female,Afrikaans,Medicine and Health Sciences,65-70%,University - Bachelors,Touch pad,6,24,31,Stellies Confessions,Drinks
617,stellies_confessions,1-2 hours,2-3 hours,1-2 hours,Not at all,3 hours or more,30 minute to 1 hour,3 hours or more,2-3 hours,Not at all,Sometimes,Sometimes,Never,Never,Often,Never,Often,Never,Often,Often,Often,Never,Never,Often,Very often,Sometimes,Never,Sometimes,Often,Very often,1996,Female,Other African language,Economic and Management Sciences,60-65%,Matric,Touch pad,14,8,4,Stellies Confessions,Dinner
618,stellies_confessions,Less than 30 minutes,Not at all,1-2 hours,Not at all,2-3 hours,2-3 hours,Not at all,Not at all,Not at all,Often,Often,Never,Never,Sometimes,Often,Never,Never,Often,Often,Never,Never,Often,Often,Often,Never,Sometimes,Often,Often,Often,1998,Female,Other European language,Arts and Social Sciences,65-70%,University - Bachelors,Mouse,23,22,32,Things Maties Say,Lunch
619,stellies_confessions,Not at all,Less than 30 minutes,Not at all,Less than 30 minutes,30 minute to 1 hour,3 hours or more,2-3 hours,30 minute to 1 hour,Not at all,Very often,Very often,Never,Often,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Sometimes,Often,Very often,1996,Female,English,Economic and Management Sciences,60-65%,Matric,Mouse,6,27,23,Things Maties Say,Coffee
620,stellies_confessions,Not at all,1-2 hours,3 hours or more,Less than 30 minutes,30 minute to 1 hour,1-2 hours,2-3 hours,30 minute to 1 hour,Less than 30 minutes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Often,Often,Very often,1993,Male,Other European language,Engineering,75-80%,Matric,Mouse,37,37,56,Stellies Confessions,Dinner
621,stellies_confessions,Not at all,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Not at all,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,1978,Female,Afrikaans,Law,55-60%,University - Masters or PhD,Touch pad,16,8,19,Stellies Rage,Drinks
622,stellies_confessions,1-2 hours,30 minute to 1 hour,3 hours or more,1-2 hours,3 hours or more,3 hours or more,1-2 hours,2-3 hours,Less than 30 minutes,Often,Very often,Sometimes,Often,Often,Very often,Sometimes,Sometimes,Very often,Very often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1998,Female,Afrikaans,Economic and Management Sciences,65-70%,University - Masters or PhD,Mouse,12,8,26,Stellies Rage,Drinks
623,stellies_confessions,Less than 30 minutes,3 hours or more,Less than 30 minutes,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Not at all,Often,Often,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,1998,Female,English,Law,65-70%,University - Masters or PhD,Touch pad,28,4,4,Stellies Confessions,Coffee
624,stellies_confessions,Not at all,1-2 hours,Less than 30 minutes,Not at all,3 hours or more,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,Sometimes,Never,Very often,Sometimes,Sometimes,Never,Very often,Sometimes,Sometimes,Never,Very often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Very often,1997,Male,Afrikaans,Engineering,65-70%,Matric,Mouse,22,38,17,Stellies Confessions,Coffee
625,stellies_confessions,Not at all,Not at all,1-2 hours,Not at all,30 minute to 1 hour,Less than 30 minutes,2-3 hours,Not at all,Less than 30 minutes,Never,Never,Never,Never,Never,Often,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,1997,Male,Afrikaans,Economic and Management Sciences,60-65%,University - Bachelors,Mouse,55,35,26,Stellies Confessions,Coffee
626,stellies_confessions,30 minute to 1 hour,Not at all,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,Not at all,Not at all,Not at all,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,1998,Female,English,Economic and Management Sciences,60-65%,University - Bachelors,Touch pad,3,4,4,Stellies Confessions,Drinks
627,stellies_confessions,Not at all,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,1-2 hours,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,30 minute to 1 hour,Sometimes,Often,Never,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Often,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,1995,Male,Afrikaans,Science,45-50%,Matric,Mouse,14,32,8,Stellies Confessions,Lunch
628,stellies_confessions,Not at all,1-2 hours,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Often,Sometimes,Never,Never,Sometimes,Very often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,1996,Female,Afrikaans,Economic and Management Sciences,60-65%,University - Bachelors,Touch pad,30,24,41,Stellies Rage,Coffee
629,stellies_confessions,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Very often,Very often,Very often,Sometimes,Often,Very often,Often,Sometimes,Very often,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Very often,Very often,Sometimes,1998,Male,Afrikaans,AgriSciences,75-80%,University - Masters or PhD,Mouse,60,74,49,Stellies Confessions,Dinner
630,stellies_confessions,Less than 30 minutes,1-2 hours,3 hours or more,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,2-3 hours,1-2 hours,Not at all,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Often,Sometimes,Often,Sometimes,Never,Often,Often,Sometimes,Never,Sometimes,Very often,Often,1993,Male,English,Arts and Social Sciences,65-70%,Matric,Mouse,19,26,28,Stellies Crushes,Coffee
632,stellies_confessions,30 minute to 1 hour,Less than 30 minutes,2-3 hours,Less than 30 minutes,3 hours or more,3 hours or more,1-2 hours,30 minute to 1 hour,Not at all,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Very often,1996,Female,English,Medicine and Health Sciences,65-70%,Matric,Other,3,5,4,Stellies Confessions,Coffee
633,stellies_confessions,Not at all,Less than 30 minutes,Less than 30 minutes,Not at all,30 minute to 1 hour,1-2 hours,3 hours or more,30 minute to 1 hour,Less than 30 minutes,Often,Often,Never,Sometimes,Often,Often,Often,Often,Often,Often,Sometimes,Sometimes,Never,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,1999,Male,English,Medicine and Health Sciences,70-75%,Matric,Touch pad,10,30,26,Stellies Confessions,Coffee
634,stellies_confessions,Not at all,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,3 hours or more,30 minute to 1 hour,30 minute to 1 hour,Often,Often,Never,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Often,Never,1997,Male,English,Engineering,60-65%,University - Honours,Touch pad,23,47,69,Stellies Confessions,Coffee
635,stellies_confessions,Not at all,30 minute to 1 hour,3 hours or more,1-2 hours,3 hours or more,2-3 hours,2-3 hours,2-3 hours,Not at all,Very often,Very often,Never,Never,Very often,Very often,Often,Never,Very often,Very often,Very often,Sometimes,Never,Often,Very often,Never,Never,Sometimes,Very often,Often,1997,Female,Afrikaans,Arts and Social Sciences,70-75%,University - Bachelors,Mouse,34,17,41,Stellies Confessions,Drinks
636,stellies_confessions,2-3 hours,Less than 30 minutes,1-2 hours,2-3 hours,1-2 hours,3 hours or more,2-3 hours,1-2 hours,1-2 hours,Often,Often,Often,Sometimes,Very often,Very often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,1995,Male,English,AgriSciences,50-55%,University - Bachelors,Touch pad,6,32,38,Stellies Confessions,Drinks
637,stellies_confessions,Not at all,3 hours or more,Not at all,Not at all,1-2 hours,Less than 30 minutes,Less than 30 minutes,1-2 hours,Not at all,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Never,Often,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Often,Never,Never,Often,Sometimes,1992,Male,English,Engineering,60-65%,University - Honours,Mouse,3,28,26,Stellies Confessions,Lunch
638,stellies_confessions,Not at all,Not at all,2-3 hours,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,Less than 30 minutes,Less than 30 minutes,Very often,Very often,Sometimes,Sometimes,Often,Very often,Very often,Often,Sometimes,Very often,Very often,Often,Sometimes,Very often,Very often,Often,Sometimes,Often,Often,Sometimes,1994,Female,English,Engineering,55-60%,University - Bachelors,Mouse,24,67,30,Stellies Confessions,Drinks
639,stellies_confessions,Not at all,Not at all,30 minute to 1 hour,1-2 hours,2-3 hours,1-2 hours,Less than 30 minutes,1-2 hours,Not at all,Sometimes,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,1998,Male,Afrikaans,Economic and Management Sciences,60-65%,University - Bachelors,Touch pad,4,14,11,Stellies Rage,Coffee
640,stellies_confessions,Less than 30 minutes,1-2 hours,3 hours or more,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,Not at all,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,1996,Female,Afrikaans,Science,75-80%,University - Masters or PhD,Touch pad,28,19,38,Stellies Confessions,Coffee
641,stellies_confessions,Not at all,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,2-3 hours,2-3 hours,30 minute to 1 hour,30 minute to 1 hour,Not at all,Often,Often,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Sometimes,Often,Never,Often,Often,Often,Never,Often,Often,Often,1998,Female,Afrikaans,Economic and Management Sciences,70-75%,University - Bachelors,Mouse,21,19,26,Stellies Confessions,Coffee
642,stellies_confessions,Not at all,1-2 hours,3 hours or more,Less than 30 minutes,1-2 hours,2-3 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,1996,Male,Afrikaans,Engineering,50-55%,University - Masters or PhD,Other,3,4,4,Stellies Rage,Coffee
643,stellies_confessions,Not at all,Less than 30 minutes,1-2 hours,Not at all,30 minute to 1 hour,30 minute to 1 hour,2-3 hours,Less than 30 minutes,Not at all,Often,Sometimes,Never,Never,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,1998,Female,Afrikaans,Arts and Social Sciences,60-65%,University - Bachelors,Mouse,18,8,25,Stellies Rage,Drinks
644,stellies_confessions,Not at all,1-2 hours,2-3 hours,Less than 30 minutes,2-3 hours,2-3 hours,3 hours or more,1-2 hours,1-2 hours,Very often,Very often,Sometimes,Often,Sometimes,Often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Never,Very often,Often,Sometimes,Never,Very often,Often,Sometimes,1995,Male,Other African language,Arts and Social Sciences,65-70%,Matric,Mouse,6,26,37,Stellies Confessions,Coffee
645,stellies_confessions,Not at all,Not at all,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Often,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Never,Sometimes,Often,Never,Sometimes,Sometimes,Often,Sometimes,1996,Male,English,Engineering,75-80%,Matric,Mouse,39,37,41,Stellies Confessions,Coffee
646,stellies_confessions,Less than 30 minutes,Less than 30 minutes,Not at all,Not at all,30 minute to 1 hour,Less than 30 minutes,2-3 hours,1-2 hours,Not at all,Sometimes,Often,Often,Never,Sometimes,Sometimes,Never,Never,Often,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,1990,Male,Afrikaans,Arts and Social Sciences,75-80%,Matric,Mouse,17,37,32,Things Maties Say,Coffee
647,stellies_confessions,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,3 hours or more,2-3 hours,3 hours or more,3 hours or more,Not at all,Often,Very often,Never,Never,Often,Very often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Often,Often,Never,Never,Sometimes,Very often,Often,1995,Male,English,Engineering,60-65%,Primary School,Mouse,16,41,47,Stellies Confessions,Coffee
648,stellies_confessions,Not at all,30 minute to 1 hour,Less than 30 minutes,Not at all,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Less than 30 minutes,3 hours or more,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Very often,Very often,Sometimes,Often,Often,Very often,Never,Very often,Very often,Very often,Never,Very often,Sometimes,Very often,1995,Male,English,Arts and Social Sciences,70-75%,University - Bachelors,Mouse,16,33,8,Stellies Confessions,Coffee
649,stellies_confessions,Not at all,30 minute to 1 hour,1-2 hours,Not at all,30 minute to 1 hour,2-3 hours,3 hours or more,Less than 30 minutes,Not at all,Very often,Very often,Never,Sometimes,Very often,Very often,Very often,Often,Often,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Often,Often,Sometimes,1996,Male,English,Engineering,45-50%,University - Honours,Mouse,22,26,31,Things Maties Say,Coffee
650,stellies_confessions,Not at all,2-3 hours,3 hours or more,1-2 hours,3 hours or more,3 hours or more,3 hours or more,1-2 hours,Less than 30 minutes,Often,Often,Never,Sometimes,Sometimes,Often,Often,Often,Sometimes,Very often,Very often,Very often,Never,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,1995,Female,isiXhosa,Arts and Social Sciences,60-65%,Primary School,Mouse,6,38,44,Stellies Confessions,Coffee
651,stellies_confessions,Not at all,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,Not at all,3 hours or more,2-3 hours,2-3 hours,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Sometimes,1994,Male,English,Engineering,50-55%,Matric,Mouse,39,22,4,Things Maties Say,Coffee
653,stellies_confessions,1-2 hours,1-2 hours,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,Not at all,Often,Often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Never,Never,Sometimes,Often,Never,Never,Often,Often,Sometimes,1995,Female,Afrikaans,Law,50-55%,University - Masters or PhD,Touch pad,21,34,26,Stellies Confessions,Dinner
654,stellies_confessions,Not at all,Less than 30 minutes,2-3 hours,Not at all,1-2 hours,Less than 30 minutes,1-2 hours,Less than 30 minutes,Not at all,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,1997,Female,Afrikaans,Engineering,70-75%,University - Masters or PhD,Mouse,9,8,41,Stellies Confessions,Coffee
655,stellies_confessions,Not at all,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Not at all,Sometimes,Very often,Never,Sometimes,Never,Very often,Often,Very often,Never,Sometimes,Sometimes,Sometimes,Never,Often,Very often,Sometimes,Never,Sometimes,Very often,Never,1996,Female,Afrikaans,Engineering,65-70%,University - Masters or PhD,Touch pad,6,32,38,Stellies Crushes,Coffee
656,stellies_confessions,Not at all,Less than 30 minutes,Less than 30 minutes,Not at all,1-2 hours,Less than 30 minutes,1-2 hours,Less than 30 minutes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,1997,Female,English,Economic and Management Sciences,65-70%,University - Honours,Touch pad,12,30,17,Stellies Confessions,Coffee
657,stellies_confessions,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,Less than 30 minutes,1-2 hours,Sometimes,Often,Never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Never,Never,Sometimes,Often,Never,Sometimes,Often,Often,Never,1996,Male,English,Economic and Management Sciences,60-65%,University - Honours,Touch pad,24,31,41,Stellies Crushes,Coffee
658,stellies_confessions,Not at all,1-2 hours,1-2 hours,Not at all,30 minute to 1 hour,Less than 30 minutes,3 hours or more,30 minute to 1 hour,Not at all,Never,Never,Never,Never,Never,Often,Very often,Never,Never,Never,Often,Sometimes,Never,Often,Sometimes,Never,Never,Often,Often,Often,1996,Female,English,Arts and Social Sciences,75-80%,Matric,Touch pad,16,11,28,Stellies Confessions,Coffee
659,stellies_confessions,Not at all,2-3 hours,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,3 hours or more,Not at all,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,1998,Male,English,Medicine and Health Sciences,70-75%,University - Bachelors,Touch pad,23,31,17,Stellies Confessions,Drinks
660,stellies_confessions,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,1-2 hours,1-2 hours,Not at all,30 minute to 1 hour,Not at all,Often,Often,Never,Never,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Often,Never,Never,Sometimes,Sometimes,Never,1996,Female,English,Law,70-75%,University - Bachelors,Touch pad,16,17,41,Stellies Crushes,Coffee
661,stellies_confessions,Not at all,Not at all,Not at all,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1994,Other,Other European language,Theology,More than 85%,University - Masters or PhD,Mouse,6,8,8,Stellies Confessions,Coffee
